Gender	Age	ConversationType	Priming	SUFLike
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	no
Men	Young	MixedGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	SameGender	NoPrime	no
Men	Young	SameGender	NoPrime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	no
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	no
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	no
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	no
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	no
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	no
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	no
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	yes
Men	Young	MixedGender	Prime	no
Men	Young	MixedGender	Prime	no
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	no
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	no
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	no
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	no
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	no
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	no
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	no
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Men	Young	SameGender	Prime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	no
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
Women	Young	MixedGender	NoPrime	yes
